Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints
52,0,30633,1,3,2915.9518502549754,0.1075694738119481,6,6.298874246803996,2.6161566191660537,63,1,1,4,247
57,1,81711,3,0,3358.488961731108,0.2928113989625753,29,5.567281975306664,6.029978800536741,40,4,3,8,3601
68,1,124134,3,3,4217.627186491356,0.035635201607272,47,8.044131467918636,10.580076375953006,35,5,7,7,2336
47,0,115515,4,2,1706.963003688072,0.1628311511707171,22,8.159010612321774,8.362610291517782,17,10,0,6,2163
21,0,122433,4,3,4909.91233607372,0.2894589393728656,5,3.400151980065471,14.807552816893384,9,5,7,1,3472
38,0,47678,3,0,1259.8452228850624,0.0841479947340917,27,2.7432780980021625,12.938614491824415,20,15,4,4,2896
54,0,145434,3,0,5593.494720073305,0.2269148891772231,9,1.9342032678610988,5.122249203570217,4,16,6,1,1122
40,0,53937,3,2,9181.60580944777,0.0122304004334204,35,1.840510920115248,11.803628236606142,39,15,4,6,3372
66,0,124971,3,3,1599.551913577547,0.2664290044368693,2,9.382540897818163,4.9584628585033,13,4,0,8,855
43,0,113445,3,1,6011.709253029305,0.1765394948653907,46,2.879715180541703,2.1144173585478048,65,14,0,9,1076
66,1,41540,1,1,2200.7920669161404,0.0591562390464901,12,1.12494899378755,1.3321304381490389,39,2,4,9,3827
54,1,83828,2,1,5261.521013547384,0.1421521738010377,39,4.037928686897968,7.511838483185404,83,12,2,4,1207
40,1,25493,2,1,8661.82126396193,0.1610979508970176,36,6.179760778847785,12.352768253190774,40,9,3,5,787
53,0,80587,3,0,1117.278878973833,0.1698687468029291,49,6.713559485858063,5.640326631910819,83,9,1,7,3832
54,1,44599,2,0,6159.560167791573,0.0202832595465289,1,7.55302156627769,2.216631740160132,47,15,2,1,1754
38,0,53005,4,2,6651.690641302739,0.1144152411836574,25,7.34442093375757,8.614886659932253,89,17,9,8,385
44,0,60251,1,2,7976.295032142993,0.0847188458032578,29,9.601890382260663,14.716523350175146,76,14,5,8,2209
52,1,51058,4,3,3173.299106509071,0.1965595527915925,32,6.518691524839628,2.697792400758367,40,4,5,2,4153
48,0,68702,1,2,7514.013250455853,0.1223196674366425,30,2.050338660982985,4.252331471659321,28,3,8,3,1311
47,0,98101,2,1,689.7090962197485,0.2069083992711481,33,7.941033535510467,2.1021828587241065,55,6,9,5,395
18,0,73986,1,3,2259.8520149948627,0.0470426517588166,38,4.53433588278272,8.928344847052513,1,9,9,5,4921
66,0,32987,3,0,5952.407700354391,0.1496096756804554,17,3.673283122428944,1.5726272273889166,28,0,5,6,3704
43,0,62294,2,3,5121.053891608907,0.1725883456754922,17,8.354976394826059,2.425589909784957,32,6,2,5,1822
46,1,140104,2,1,4715.856465648685,0.0643840326375547,45,6.275793139525457,14.992795171058455,47,8,4,5,4428
32,0,53575,3,2,8618.12445465532,0.2991808670923625,37,4.131166973941576,9.506867335954764,95,19,5,0,3986
69,1,91885,1,2,4097.294195512525,0.2441775327098243,43,8.412458786460547,13.250234041093764,65,17,6,5,3870
18,1,124621,0,3,6158.395515609303,0.2449045528038984,16,9.926893455389282,12.841605710418012,20,7,3,7,2336
43,1,52407,3,0,6136.946515182446,0.1409758979076439,17,3.1245225954937443,13.877084818207472,37,0,2,1,3219
37,0,115320,4,1,6125.061657391163,0.2978638686964624,45,4.1818512552112015,2.6315421903854523,15,5,7,0,4240
18,0,136524,0,1,2486.1241217212137,0.0116012287365773,17,7.087322958345025,10.59685118366692,13,14,4,6,563
69,0,127079,2,0,2315.263802036214,0.0664764230200959,19,8.021369751601236,3.471058237673101,50,18,5,4,3706
49,1,103140,0,0,2814.356652776002,0.097058793252529,21,1.162227098299467,10.663912298222536,25,9,9,0,3176
23,0,71425,1,3,993.502340663852,0.2885615949314616,37,1.302710361451798,4.158267537390293,80,5,2,1,4137
26,1,63726,4,1,9540.619564568036,0.0798984850393442,20,9.868813676923889,4.639447638313784,64,18,0,6,3798
33,0,115387,2,3,1294.027351183971,0.2306957890948143,28,7.536477591855046,4.622189294441381,28,7,7,3,3709
18,0,71857,2,2,6069.906398042508,0.2210208859379654,43,4.392870681160774,13.365527265916793,30,4,1,1,4383
67,1,111149,3,2,2463.787525944216,0.1023455402509122,34,5.569435112253944,2.226383490728356,50,18,2,9,889
56,0,82473,2,3,890.5548243681076,0.1786456021882895,12,1.5905474961046429,14.686319299317756,60,18,3,8,1527
28,1,120368,1,3,6034.200650651801,0.179496648953122,41,1.291708332578405,2.1543456803930376,59,17,1,6,3233
36,0,107988,4,1,1331.6511379647795,0.1724007367852314,49,6.694377153869925,7.434731692990584,87,0,1,6,2389
50,0,80197,4,0,3847.378130286206,0.1929856109101649,16,4.586925009066777,12.612664831506205,81,3,3,7,1356
46,1,80466,1,3,7663.363237987887,0.1971928807848169,4,6.385157003580265,10.119722344455198,25,1,8,0,2476
45,1,126823,0,2,8570.802579530287,0.1037349100050449,32,3.016999039705812,0.5772154891203383,14,5,3,2,1800
67,1,56786,1,1,4887.567638443514,0.2434307706647158,31,4.620675182725805,8.386619749024547,6,18,7,4,2274
39,0,103298,2,0,6655.9183405301455,0.2106970782239586,8,9.672806202427012,1.049088030879238,16,5,6,8,4931
39,1,139080,0,2,7347.082997915125,0.1328656270060566,12,2.0196079485583973,4.476259840708028,44,7,6,4,3666
33,1,85843,0,1,2903.5143906320595,0.2264114209458927,0,4.832082189256093,5.370220514591022,80,14,7,3,329
63,1,133838,2,0,1100.8744802358606,0.0598719991828867,19,9.447834251116966,7.21033842835469,91,1,5,3,2198
50,0,37991,3,2,6166.306584336924,0.0771382028890011,12,2.493597496429788,9.731074149245856,44,13,4,2,2408
32,0,114671,4,2,9481.115257789404,0.1736595023964053,43,3.975782076151363,3.552269224404418,76,6,6,0,2345
40,1,70955,3,1,4262.554800262426,0.09315080765072,13,5.608012237161633,11.408438006616697,3,17,9,4,3927
52,1,79439,1,0,5786.400362257002,0.2574233809034264,40,4.657162665905148,11.25647354183866,53,13,6,5,196
47,1,107150,1,1,4582.389431852949,0.0405348558959635,49,5.301564468082293,12.124415961215025,50,10,6,6,4616
65,0,60894,1,2,6347.364795062197,0.0324726903631181,11,7.192630406338425,6.66182708309897,52,11,6,5,2238
62,0,102368,4,0,7557.736707946369,0.0938912387806382,37,6.248317908535751,7.573287208591667,28,4,5,8,4246
34,0,113304,2,1,7760.506239872692,0.0390399820224608,21,8.971929169539841,6.619805693048018,43,18,9,9,2852
43,1,130747,4,2,8333.09102211843,0.1594576232862066,49,3.903917886269991,14.050545246719135,79,3,6,2,4303
45,1,84577,2,0,9149.23503087132,0.2743204458498738,44,7.674299925260447,4.943659164852503,33,14,2,0,4774
44,0,60363,2,2,9170.603661094789,0.144190688965414,38,2.789352581485366,2.406692714519945,96,2,4,1,480
35,0,121086,3,1,1012.45985784472,0.1165929293201288,38,8.514640742656066,3.1174267790798167,14,9,0,1,2180
50,1,87782,4,0,7229.1000768611775,0.02001943657169,23,2.9337253225606545,12.267800738794886,42,17,1,0,4707
59,0,37421,3,1,4942.115559371206,0.0266192018332531,46,4.683674395240593,7.0268240337053856,48,10,5,2,513
48,1,68707,0,0,3171.5015938798583,0.2271893142654649,29,2.051323286832755,1.4710888609631905,73,0,8,5,4032
45,0,61150,4,2,4847.926988724686,0.0690801224409286,19,6.139661870167535,14.473409143876312,35,17,6,3,1148
58,0,59758,2,0,4323.82728365343,0.1026106729117226,22,3.320750241617912,4.606451209086923,33,7,7,8,2019
40,1,55765,0,1,1308.8514218848638,0.2137383901537055,16,9.262870197847407,11.606550260088238,83,6,1,4,2264
52,0,89585,4,3,9656.591435513305,0.0917235147030291,3,7.451720567916014,2.8789707055405613,37,15,1,5,2250
19,0,113039,2,0,6585.286854893227,0.0246269335913896,29,2.608277067792253,0.7698608042246261,45,17,8,9,3202
68,0,138524,0,1,5721.190269437804,0.0516496388396431,4,9.21906989520218,8.40614421040101,9,16,2,5,3984
45,0,90440,4,3,6927.072533409326,0.263316329425815,30,9.753513574646767,12.199846764974463,2,2,5,4,1223
66,0,100972,3,2,6820.192702020017,0.2889795540720556,9,3.8072695945183335,5.751691888345257,83,4,2,4,3913
25,0,114463,1,2,6297.305611034252,0.2283193862726451,7,3.3716824158063217,2.912791037497044,73,14,4,5,4974
43,0,38638,2,2,3908.471323161028,0.1152354999584474,31,3.5092508297863554,10.344645027190449,97,4,1,0,2688
49,0,81897,0,1,3617.286875658471,0.0444146347157984,24,8.33523736509901,2.7762639818297306,61,0,2,1,2323
20,0,109661,2,0,5413.886762801481,0.2699598386659939,18,5.9794588793243575,0.5307013974453589,0,19,8,2,3599
27,1,95246,2,0,2804.3493836746115,0.1014258744504191,2,4.560557417179444,9.38804456944202,77,6,9,4,3676
51,0,93728,1,0,7968.911790244362,0.2572047964796972,36,2.774721407029744,8.21266093012617,36,3,2,8,58
42,0,83184,3,0,4126.403962620731,0.2879667601895496,42,6.00989869920624,12.930063202806064,41,18,9,7,3814
55,0,43119,1,3,2683.17201060429,0.2840216596789998,12,4.911130745082529,0.7541768940443617,58,1,1,3,3861
60,1,55547,4,0,599.1983757776815,0.2140462701403247,34,3.8760471718750815,0.5999447696760059,71,5,5,4,196
20,0,106903,1,1,2060.843640988376,0.2992162781138647,9,6.4779742770562665,3.981568614270599,71,11,2,0,2276
53,1,83886,1,0,367.0017951752217,0.1010764026947177,15,6.359140708599606,1.520099329654733,54,0,0,2,4703
60,0,68990,0,2,9024.549646940242,0.0544189854890627,22,4.692144330480477,14.571722640107131,46,12,4,9,3359
67,0,42743,2,1,6933.427111005162,0.2811591807135283,23,5.932198372833311,8.595878597302967,37,10,2,8,3380
67,1,130100,2,2,6949.848234791545,0.2995940185454014,36,5.39330986059688,2.7820288803877644,50,9,7,7,1198
37,0,48564,4,3,6590.437715337587,0.1465577522110588,1,4.728325509599481,8.552776301041229,34,19,0,5,640
60,0,109343,4,1,7945.139837256098,0.0273277875340856,44,4.754765962665976,3.430115748241453,77,11,7,7,4828
52,1,83830,3,2,7720.360685483039,0.12547155754765,35,7.403157315189568,0.660580775609626,29,1,3,0,3611
53,1,117400,1,2,9860.547469687031,0.0272937968952448,28,8.863403240371287,11.419989484349513,15,17,1,3,2845
32,1,43266,1,2,690.2601480841898,0.0569999175761386,42,6.98311067395585,9.502530367704058,5,19,6,8,4263
66,0,64383,2,0,9350.625801493445,0.2703504648489204,3,5.073015493107494,13.695986282657527,13,4,0,3,2134
25,0,49418,2,1,4386.805391344956,0.0215285362378717,44,9.60549903092355,12.997975454108774,1,14,0,4,239
68,0,134317,3,0,3822.743624985989,0.2842593089277634,13,4.719142870485666,8.276630158346624,14,17,9,4,836
18,0,44256,3,3,7874.173652509738,0.1830484671906317,31,1.5636181714645525,9.920615591374316,31,5,3,0,687
44,1,43557,0,0,8563.617814947811,0.2237200257671133,32,9.071359037126216,3.801139324698752,33,13,0,1,4956
24,0,133057,3,0,3229.459845765531,0.182117070675023,44,8.270422744016926,12.641091296418642,0,19,2,8,2007
29,1,44400,1,0,4231.32859849133,0.2066411066528964,38,9.798808200074,8.5180740395879,36,0,6,2,3388
35,1,22512,3,2,9867.942958619651,0.1103657299192588,35,8.722637674848563,14.451322144009236,40,17,2,6,3412
42,0,132023,1,2,7571.618888571304,0.0650958533439531,35,9.774102758435788,9.398776353927389,96,17,3,0,2466
39,1,65765,0,3,5820.0844019837,0.2657944943183069,13,5.043774573854551,1.4656520768295036,82,2,2,3,2770
62,1,87628,1,3,3377.6399131119474,0.2215917883879084,34,2.2572141523076263,14.50226572539558,45,18,1,6,3575
23,0,33803,4,3,7077.941437781093,0.1324628252951293,45,1.3675645788446154,2.9400944651453376,62,17,1,0,4526
20,0,105151,1,1,6357.253312560381,0.0551787258793402,17,3.3431145908260427,6.797023212419854,24,16,4,9,3055
39,0,130719,3,1,7010.655818763392,0.162698974380338,25,5.669770085254735,1.3663629538343764,18,14,5,5,2086
25,0,109144,1,0,5303.594415448403,0.1999715855703447,34,5.6743455733910855,10.125660949767662,33,9,0,1,4562
19,0,71408,3,2,3549.2853521093584,0.1321396639510465,32,2.737438006764375,4.398512399622398,84,10,8,6,1392
48,0,80683,4,2,8212.193694945954,0.1097254306756721,12,1.4048967013749287,1.7520505244426747,41,13,3,3,4394
46,1,60194,3,2,6632.1899974202815,0.1059924756832533,3,9.75176224685058,4.334950506162741,93,9,4,3,8
69,0,123167,4,0,9248.49228630967,0.0137902341870734,11,4.402872448041301,7.595695050344143,77,8,8,6,666
45,0,34941,0,3,743.2420305418561,0.0927438226182887,0,3.706575355424794,8.310041699634114,87,3,9,8,1135
52,0,56161,1,1,5548.582665857119,0.1445244218633927,11,5.6728886625039205,14.895556741400164,17,14,8,9,3015
28,1,38065,3,2,7187.079419836161,0.2323890390428664,46,2.1331309231850035,7.411403647535277,10,1,9,6,1269
44,0,52879,1,3,6270.749506298156,0.2485649466364024,30,6.138203870779152,6.4056008896130425,64,9,1,6,3226
61,1,39928,2,3,3415.8223743003146,0.2885503554397001,17,9.305327352529856,11.654004160398635,30,5,2,5,2751
46,1,85234,0,0,1573.202201591684,0.2793862955612139,25,8.6333071923159,0.5831318481467664,32,7,9,1,3403
28,0,132000,4,0,6556.688772799679,0.074535824863765,2,5.916174504457556,12.744472018104595,42,8,5,4,2786
63,0,89998,1,2,5842.481727430096,0.2552979274839254,24,7.384386347651112,5.180975749695458,26,11,7,1,3551
36,1,146328,1,0,2212.16541340816,0.1911932025501818,35,5.279635678674733,12.641451577305157,8,7,5,9,610
57,0,141184,1,2,1115.0963147481905,0.0419936340470967,17,3.103580216625894,1.239664600169608,34,15,6,3,4510
39,0,69314,1,3,6024.944949385517,0.082398801928509,21,1.801284174982933,12.526469677196628,83,19,2,3,1082
39,1,42357,4,3,4671.155681876611,0.2298114330174197,33,2.6027634518696914,6.088575259495761,25,0,9,5,4971
33,1,45432,2,0,8560.260888270197,0.2164598340718527,43,2.9772572357788207,6.513607779292425,20,17,1,0,3636
56,1,98565,0,1,9921.508349915464,0.2184292761876079,41,8.215936984625102,5.341199836100103,81,10,3,0,540
38,1,106314,2,3,7326.649356062494,0.1583526630700739,8,3.513777646134155,2.249187121868621,86,11,7,5,3120
48,0,21151,4,0,2798.6712542375967,0.115732430904419,16,5.607010299203384,11.39640485932212,46,4,7,8,2030
64,0,112662,3,1,5034.930657954861,0.1392436419759312,9,3.592476487925584,7.215920988354052,93,18,8,2,77
18,0,59720,3,3,6853.33280857354,0.0568068299469593,14,7.112431230128856,12.369762846039665,40,8,4,8,925
67,0,57353,2,0,7325.068905163351,0.0717185208391239,3,6.107816976439692,14.309444230277352,38,8,2,2,4881
56,0,50267,3,0,8273.254920933452,0.0181647834711324,7,6.739154435400089,14.786776996213687,23,0,8,4,524
38,0,118016,4,2,9504.085332376448,0.1876826946354998,44,4.088372087840907,13.258555676582166,83,11,2,9,4257
44,0,146875,2,0,9111.449014925196,0.2186836185793443,42,4.293508618565348,1.8862891898993728,61,8,3,7,2218
37,0,36006,4,2,2292.127971815709,0.1616407342840936,21,5.198267834644373,4.616544004463703,42,9,3,0,890
40,0,102607,0,3,2903.834707703502,0.2042098659878892,27,2.710960425261818,5.763267353520341,83,19,1,1,2382
58,0,40080,0,2,620.4277420165391,0.0857215348487645,5,6.383822022917229,13.903440456378329,43,9,2,6,2193
38,0,72204,1,3,8762.325181147926,0.1847905241826094,37,3.1298108801382183,14.130986690585798,85,18,4,8,3068
39,0,67259,0,1,8621.622056807979,0.0538355679649924,18,8.751190018730412,5.528898340913027,76,7,4,7,4191
62,0,135205,4,2,5485.632905179656,0.2871420641056512,34,9.292611852857409,12.820828176089384,80,12,9,5,3817
63,0,116212,4,2,9025.93955626439,0.0635757991227352,35,7.088160622208147,8.000826127415179,75,8,4,9,4303
32,1,66586,4,2,9503.37522953545,0.0399106182395967,37,7.089980887715016,13.815496557316647,53,2,6,8,761
46,0,124042,4,1,7215.219031335414,0.2326377665811986,46,4.771959703769264,5.428993054231597,18,0,2,9,1088
69,0,118144,1,2,1358.4777934931146,0.0834446081440593,34,6.063244279614794,14.460806804785058,56,5,8,7,3167
59,0,97614,0,0,555.4910585142964,0.175287562832956,22,5.646785702093344,14.7858522249757,84,12,4,3,1796
41,0,128924,3,2,8621.034180640185,0.1393434070458954,41,8.83689520084885,2.8160426619065912,6,7,7,5,3265
33,1,114540,4,2,7776.630630165042,0.1156543727761843,36,2.167588087254729,4.960298408761175,21,5,0,3,491
44,0,129824,4,1,4839.546420163297,0.0787147492030325,11,9.464975744657371,7.539621510119613,45,6,5,6,438
23,1,41179,1,1,2764.6481383531336,0.0326079198007137,21,8.712971437934403,13.513761498682282,70,6,6,2,4571
42,1,88446,4,2,9075.561413864269,0.2384934682422948,31,6.193233184786939,2.950427792816787,53,11,2,2,2012
58,0,74909,2,1,2755.226386672756,0.2608638500774016,3,2.040108991377804,8.668511619024976,76,16,4,4,2280
67,0,140059,3,1,8150.133431043738,0.0970914728045387,14,1.8551182661841803,14.699252374418576,22,17,0,1,4856
47,0,51748,1,0,3551.8802379252384,0.1672316136386545,36,9.509232478414312,14.0746507916658,74,8,1,3,704
43,0,52324,2,1,5044.919057558154,0.2609400520103042,25,3.660067511746949,13.834353565195608,33,0,4,8,4691
25,0,90540,3,1,4034.689380051484,0.1075102171355382,4,1.4056010359634243,9.697014685035104,22,17,1,8,4015
33,0,64619,3,3,6783.179899201177,0.1128486959041644,4,9.878792183239373,11.792136236140792,71,18,5,4,730
67,0,58751,0,3,256.72310288562977,0.2933531346176721,4,6.652476618549917,13.516644090506787,65,2,2,3,3270
28,0,21902,2,1,6972.618501720252,0.1732923575637666,6,5.695762645760336,12.623817400095518,51,3,1,2,3209
37,0,96313,3,1,5906.38842657701,0.033687799215282,13,7.454920393557474,4.645326142306439,71,9,4,8,2863
57,0,80469,3,3,4297.587113744023,0.1392317630545276,42,7.91981885117543,7.619286526084269,67,7,4,3,4418
38,1,68544,2,3,908.682941307416,0.1128199851376539,4,8.907016771189515,8.29878962317677,1,9,7,0,2662
27,0,95186,1,3,1788.9268273318544,0.0987636378281763,48,3.130709602450052,1.154992334334328,36,13,1,2,3116
45,1,101787,3,1,4276.255285761517,0.0581381155680606,6,1.8708406456088431,12.712969153390665,56,11,6,1,3187
42,0,74020,2,1,8279.515748311074,0.1653018181190582,35,2.301956296453207,6.128738801353236,19,13,2,2,4018
62,1,69515,3,0,9539.612791453324,0.2885539370032511,23,3.4692204600110568,6.852578332202876,93,1,8,4,595
32,0,110011,1,0,8940.760032034841,0.1826829691095909,37,7.520001949325217,13.045956619713408,47,3,2,8,4222
60,1,106111,2,2,7415.4186967224305,0.023095185511204,1,5.728641559221234,7.064254963922548,94,10,2,2,4248
19,1,33003,2,1,8860.418142164963,0.192649819631992,1,9.911227960677312,12.031538732011388,89,7,2,4,3873
56,1,21358,4,2,5241.1753498290345,0.0664951028752783,40,2.413597928095694,7.612553923620897,85,8,0,3,270
58,0,39332,0,2,5485.299394397284,0.150652430198049,37,7.102510621246899,14.275180943658295,88,18,8,7,4051
23,0,56163,4,3,4499.9125367679335,0.0393312575881152,28,2.8216817442931705,11.466954463155847,71,1,1,1,3027
32,0,54409,2,3,3888.2504667110575,0.0533837358578215,21,5.430822156659528,7.493055189981499,26,16,2,8,657
25,1,92631,3,2,9248.240302627357,0.2964879454252807,22,4.037994824587482,3.6303265134939258,82,2,2,4,4085
19,0,70229,0,3,269.4344001344233,0.150132211343142,8,4.283301243716844,14.898516927380568,58,18,2,2,4819
32,0,121216,4,0,1531.0112407853453,0.2326104385114407,32,1.0480485162844997,10.8710603855763,86,10,2,1,1899
65,0,64938,4,3,2200.092701076746,0.2414179038775067,38,1.5432952421959234,11.506944745728427,81,14,4,6,1706
50,0,82714,3,1,1537.629900389805,0.0815923714940306,28,8.931520206154135,13.28668972423897,62,3,6,7,2679
59,0,46855,1,3,7917.199090198281,0.2236008461806354,38,6.668976571131184,10.746962935081354,20,9,1,4,3639
42,0,23476,2,0,7128.007997505944,0.0967282984828372,3,9.752248224830184,12.695338991612228,56,7,7,2,1278
26,1,80369,0,3,4766.652703383152,0.1600999788724592,9,6.760878909276172,12.977009299099803,18,16,5,1,3520
40,1,55785,3,1,2868.114260570746,0.0764869745996041,9,3.5771559778695514,0.745457036485591,31,14,8,5,4999
33,0,103220,3,0,698.4774299140579,0.0646601148045771,48,4.653669690473766,3.1172800526022395,47,9,2,2,365
40,0,145491,0,2,7672.084786139907,0.1554689419440133,7,9.44591535650908,6.756658078009068,64,19,2,4,558
30,1,73318,0,2,8412.87130767313,0.1045971644539281,4,9.961505936061345,6.468439999884129,98,12,8,4,1840
43,0,94525,0,2,1090.9851771878075,0.1624123116004191,34,4.607222374462596,14.7831986477492,16,4,9,0,428
40,1,37673,1,0,1751.5213255684723,0.2037437879213526,47,8.994404404908263,0.5791204637954961,38,19,3,3,764
31,0,90085,3,2,4080.204107246436,0.0673211504132704,6,4.1314660911125936,12.305883770728496,53,7,0,6,3206
35,0,96438,3,1,8787.271494294266,0.1295195644184302,23,4.30871703416746,2.8278898385395443,18,6,2,6,1163
68,1,81196,1,1,4604.616680310218,0.1866751049778155,20,9.780086655799192,9.139949918761571,80,0,3,3,3062
48,0,60888,4,0,4289.431029187256,0.0172479110633261,38,6.46458374169674,10.170253402409038,17,14,0,9,2422
52,1,89254,0,0,6296.172129597084,0.2354439464243871,45,3.7438908546264935,5.42387516508348,87,15,5,2,4106
43,1,29179,4,1,7652.459524128149,0.2814319887940031,15,4.31139786908052,7.277291122972354,59,9,7,8,4796
52,0,23569,0,3,2028.7542582048268,0.1088084422290315,2,1.67501734861291,13.742479994235175,11,16,8,3,1806
69,0,126379,2,1,5239.7601199571645,0.1155548205703424,11,7.74025049785573,5.294337065985346,50,0,1,0,2859
34,1,99345,1,1,4796.533457503954,0.0633180301569578,15,7.371289768634283,13.230318099396596,41,19,3,8,1451
33,0,95281,4,1,2648.239992895813,0.1475901823231175,45,3.346638575063054,7.566091407530731,47,5,9,9,1480
61,1,138217,0,3,7308.005987339677,0.2149507607622213,6,2.0639963917413624,11.272412424757524,60,5,4,7,2957
43,0,88106,0,0,6950.613138920824,0.1311853308944853,7,6.542010997078141,7.524416059193025,68,0,0,8,3897
26,0,106643,0,1,7655.472061968016,0.0783338475446391,43,4.846944450125157,0.662891572999394,54,5,7,9,2433
44,1,54477,4,2,9714.93109578494,0.2687132465188563,41,5.45065588606928,4.59874816017904,86,7,4,6,2429
19,0,55133,3,1,1828.9247609008687,0.0986602453811965,17,8.701038265197564,5.892679177995968,85,16,3,7,843
56,1,65630,0,0,7514.068415414189,0.1995589117224044,32,2.8996770716795712,7.100794511389452,35,7,0,4,3864
29,0,48760,2,2,1425.8650486091717,0.199638485441652,7,9.656703980222655,10.914639110955584,39,7,4,1,2617
34,0,29754,4,0,8030.769715157496,0.1138754524232493,4,1.588960205137914,4.735993502874388,75,5,4,8,4935
33,0,69641,2,2,5609.110991930989,0.2245241506852261,37,4.623110866783097,1.1785499174542478,9,7,5,4,4431
45,0,145873,3,2,9337.641710492022,0.2386610108941062,19,5.5002157247063925,14.817082536014352,55,19,9,1,3272
23,0,59316,3,1,6937.597258638148,0.2414372380434495,35,6.85685163099676,7.164674143585152,14,2,9,6,3012
29,1,125925,1,1,8425.326042469072,0.1381414659024776,2,2.6564331501597955,13.826759546450427,42,13,7,6,2460
39,0,46534,1,1,3053.097516464689,0.0439114220926919,44,3.140798184058201,4.215094109790234,70,14,9,1,4230
54,0,94801,2,0,6233.498867203423,0.0483594999554876,4,2.788601905594202,4.860528060873898,45,4,6,8,2224
27,0,122955,2,0,3521.0316534867043,0.2571261923353249,3,4.283280831682557,4.954172393149158,79,15,0,1,4435
36,1,97081,4,0,3026.295427727188,0.1410008060144323,47,2.6537812759855552,11.799530376132866,0,4,0,5,1432
53,0,128610,4,2,3329.465271410066,0.0364774949159523,41,1.1954969554387835,14.505266585388236,24,8,9,5,4432
20,1,114138,3,1,2435.873091238292,0.1444225136388381,29,4.773913971247689,8.40938871704989,37,7,8,3,2497
62,1,128196,2,2,7582.448504831774,0.2657896786104641,17,3.092454280028469,12.473174517655806,26,19,9,5,2108
49,0,114022,0,3,1769.515286224058,0.207027433469119,35,9.974577363992289,6.2455089990333335,5,14,2,1,704
50,0,50284,2,3,6859.704656571984,0.2289331711881596,41,5.08302935340455,7.429468879015412,25,12,1,8,4676
18,0,46082,0,2,4829.165656873487,0.2207178509632104,26,5.967018115964351,12.002200647885934,3,4,5,1,1948
65,0,107630,4,0,2311.5577165306418,0.2985856698472574,40,1.4815707102470246,5.150447964272322,47,19,0,0,1039
50,0,46408,0,3,1672.9022405345002,0.2368463694559049,6,1.2701483796753017,3.193981109647457,90,1,9,9,4426
26,0,32770,3,3,3541.335458515693,0.1096750929604974,41,5.240432244887109,14.17709578672658,82,7,1,1,4119
36,0,20814,1,0,3659.337143337529,0.2018473905158,24,1.922528884967579,13.66504562147717,60,19,7,0,2953
59,1,111837,4,2,6205.586898162854,0.2735070126245689,46,5.544260192243799,7.363988524499581,74,3,3,1,971
37,1,27354,4,1,5883.324423399069,0.1808289481062753,46,6.784109094479454,2.3441161845546614,64,4,2,1,4786
19,0,92287,0,2,6194.933993069622,0.1151103445640406,35,6.397485093498692,7.2935581721608465,79,8,6,0,4366
19,0,73242,0,2,4071.483081750457,0.0250254572919289,38,9.94690687699294,6.3312300965321215,42,6,8,5,3863
27,1,78915,3,1,1464.154408920878,0.0705286541666163,43,6.25128837488272,12.37177223677732,62,1,6,5,2584
64,1,118120,3,3,5800.552975296988,0.1244118508445146,6,1.5857254936100031,7.082188582980168,97,1,7,9,4006
18,0,133996,3,3,4434.401136395633,0.2290973421923357,15,5.106755602069927,8.178770595112129,49,7,3,9,162
42,0,116319,4,3,1580.0828242442606,0.1683169309038166,2,8.720162252187556,2.505235409340849,50,0,8,6,3625
51,0,58333,3,0,4808.031507438851,0.143282121594814,44,2.365758264835851,13.999995550793972,24,0,9,0,1453
66,1,30372,1,0,6674.678015781986,0.2110557188437263,19,9.551414098899222,14.571303264204394,68,7,0,8,1102
65,0,85651,0,3,6563.334441326079,0.1707849390549161,5,9.667608872196034,8.21034850545906,60,4,4,8,4151
67,1,70216,4,1,8772.619046095999,0.0894998209564274,15,7.003906039479469,11.526747592222677,77,15,9,5,2615
68,0,95589,3,0,5703.363886772516,0.1484501121232708,36,1.866943308234712,8.76797501314808,85,11,5,5,611
22,1,41959,2,2,3676.505242368181,0.0446508799993562,1,4.266964466304681,2.62317589189143,50,19,5,2,1470
41,1,26861,0,0,651.0231768959457,0.0376751450815667,3,5.309010127486419,8.810182753378003,88,9,2,0,1521
53,1,110680,3,0,7117.411492731231,0.2107288341792382,26,7.44975007114766,7.315512727158793,73,11,2,8,1448
61,1,149336,0,0,777.9981779996363,0.2487614395669349,7,4.104399698154806,2.591177699114104,55,7,6,6,3940
37,1,53326,1,2,2799.6214964758306,0.1210998380635723,43,2.8160990292602923,2.9058492137423104,56,11,1,7,3241
61,1,44887,4,1,4504.98126262501,0.2378465020170748,4,8.212030747754545,12.56559046975964,93,13,1,1,660
54,0,72032,0,3,7328.593947948786,0.1390065177097676,5,5.80141505491082,13.68763600421658,66,10,6,6,1551
62,0,106348,3,2,2107.596232722818,0.2401752714795179,44,1.5892939590003752,7.482493194265037,71,4,6,9,3793
56,1,48756,0,0,1739.0127367740902,0.0588533592631136,1,1.389197942194286,12.342669398267038,6,12,0,9,1633
64,0,39121,3,3,1629.926236560238,0.1574501190498513,21,6.376933876973325,6.7985269995041,21,13,8,5,4179
